Date,Product Category,Units Sold,Revenue,Region,Customer Age,Customer Gender,Timestamp
2023-02-23,Sports,2,472.2631022617607,South,41.0,Male,2023-02-23 23:24:14
2023-08-24,Electronics,94,45141.028153922976,West,36.0,Male,2023-08-24 04:41:10
2023-08-10,Clothing,51,5133.719196924101,North,41.0,Male,2023-08-10 21:07:53
2023-09-08,Sports,10,874.1717301686741,South,43.0,Male,2023-09-08 09:32:53
2023-11-09,Sports,19,6831.931456985252,West,42.0,Male,2023-11-09 23:34:09
2023-04-22,Electronics,80,3722.4338869130993,North,62.0,Male,2023-04-22 06:17:46
2023-09-12,Books,13,3206.018574683543,South,61.0,Female,2023-09-12 06:00:52
2023-10-30,Electronics,48,11864.929362459912,East,46.0,Female,2023-10-30 05:18:17
2023-07-26,Electronics,56,9067.095081517467,South,27.0,,2023-07-26 07:23:58
2023-08-17,Books,72,33546.05520647737,West,68.0,Male,2023-08-17 12:20:39
2023-12-07,Clothing,56,8312.991859034553,South,28.0,Male,2023-12-07 07:48:23
2023-03-07,Clothing,50,7566.82782983704,South,41.0,Female,2023-03-07 19:22:16
2023-03-16,Sports,95,11856.663334614219,North,41.0,Female,2023-03-16 07:22:10
2023-04-13,Home & Kitchen,45,3664.626176613415,North,29.0,Female,2023-04-13 00:47:23
2023-07-11,Home & Kitchen,89,16764.52212374603,East,24.0,Male,2023-07-11 09:51:24
2023-09-09,Sports,59,20274.450686612432,West,57.0,Male,2023-09-09 20:08:19
2023-08-14,Home & Kitchen,39,14572.732307549144,East,34.0,Female,2023-08-14 03:27:57
2023-10-21,Electronics,21,8580.080650071706,East,52.0,Male,2023-10-21 15:13:59
2023-11-02,Electronics,55,5873.807795925503,South,23.0,Female,2023-11-02 07:28:01
2023-04-08,Books,57,1565.2209825356522,East,29.0,Female,2023-04-08 13:57:37
2023-12-04,Books,41,19991.438897031792,North,32.0,Female,2023-12-04 11:25:52
2023-10-13,Sports,93,1583.1329038825484,East,49.0,Male,2023-10-13 01:42:21
2023-12-01,Sports,70,33651.284141961405,West,40.0,Female,2023-12-01 06:24:59
2023-12-13,Sports,82,34121.76334384012,East,24.0,Male,2023-12-13 15:20:33
2023-11-04,Electronics,49,22388.91501221353,West,55.0,Female,2023-11-04 19:09:32
2023-09-06,Home & Kitchen,44,8787.723963896307,West,,Female,2023-09-06 02:23:09
2023-06-15,Sports,35,3732.014280295221,East,46.0,,2023-06-15 22:11:55
2023-12-01,Sports,91,27952.21572197844,East,61.0,Male,2023-12-01 21:17:44
2023-01-30,Electronics,5,1866.0653682553927,East,45.0,Female,2023-01-30 20:18:28
2023-09-04,Electronics,71,5262.65649743494,West,29.0,,2023-09-04 12:04:35
2023-04-16,Electronics,74,29661.756122461204,North,44.0,Female,2023-04-16 14:52:17
2023-02-20,Home & Kitchen,74,8303.593783655351,South,21.0,Female,2023-02-20 15:45:57
2023-03-22,Sports,51,12797.015549782414,East,38.0,,2023-03-22 23:31:12
2023-05-13,Clothing,57,24491.55482509681,South,,Female,2023-05-13 14:50:20
2023-10-12,Clothing,58,6077.124603833322,East,66.0,Female,2023-10-12 01:22:15
2023-05-18,Sports,92,11824.159931064061,West,51.0,Female,2023-05-18 15:26:52
2023-07-03,Sports,36,1467.2832006457384,West,54.0,Female,2023-07-03 08:03:07
2023-11-26,Sports,10,818.4091477373391,South,38.0,Female,2023-11-26 21:09:35
2023-09-30,Sports,50,4089.882584643533,North,40.0,Female,2023-09-30 22:37:38
2023-12-06,Home & Kitchen,99,10858.268129497212,West,41.0,Female,2023-12-06 12:32:47
2023-03-10,Clothing,99,14873.581261622368,South,27.0,Male,2023-03-10 12:40:12
2023-02-03,Books,37,15145.648397995945,West,55.0,Male,2023-02-03 00:30:22
2023-09-19,Clothing,20,9174.48586897495,East,23.0,Female,2023-09-19 04:43:50
2023-02-22,Clothing,13,2718.0074807884134,South,38.0,Female,2023-02-22 17:03:50
2023-07-24,Electronics,75,5461.678985570424,South,54.0,Male,2023-07-24 20:52:20
2023-05-06,Sports,19,2273.6704026393904,East,46.0,Female,2023-05-06 10:34:41
2023-08-23,Sports,92,34108.165436633564,South,57.0,Male,2023-08-23 11:36:08
2023-02-12,Sports,56,,East,38.0,Male,2023-02-12 20:19:59
2023-08-28,Electronics,45,21776.921000405477,North,39.0,Male,2023-08-28 12:58:28
2023-04-21,Home & Kitchen,60,1025.9672094954472,East,52.0,Female,2023-04-21 09:32:51
2023-09-06,Home & Kitchen,68,25695.281892608135,North,63.0,Female,2023-09-06 09:53:13
2023-05-31,Books,57,14696.815260651776,South,22.0,Male,2023-05-31 06:08:34
2023-07-02,Home & Kitchen,54,24425.25619582827,East,32.0,Male,2023-07-02 21:16:48
2023-12-02,Home & Kitchen,37,10815.901801920098,South,58.0,Female,2023-12-02 13:55:50
2023-04-05,Sports,83,,North,64.0,Female,2023-04-05 22:32:34
2023-01-08,Clothing,37,12441.871550107995,West,36.0,Male,2023-01-08 23:09:30
2023-12-26,Home & Kitchen,14,5857.970813361643,West,33.0,,2023-12-26 14:29:00
2023-07-03,Home & Kitchen,95,14100.30751054626,West,57.0,Male,2023-07-03 00:18:24
2023-10-08,Electronics,92,5767.319133794347,West,64.0,Female,2023-10-08 04:07:21
2023-07-14,Books,44,9775.87063096455,West,60.0,Female,2023-07-14 15:48:23
2023-12-18,Electronics,83,9554.523227253001,North,40.0,,2023-12-18 19:55:09
2023-07-14,Sports,42,,West,21.0,Female,2023-07-14 00:13:59
2023-06-04,Clothing,1,495.6136046714855,West,38.0,Female,2023-06-04 10:35:37
2023-04-03,Books,23,6700.355996833227,South,41.0,Male,2023-04-03 13:04:17
2023-06-09,Electronics,64,22391.302988473883,East,59.0,Female,2023-06-09 15:27:04
2023-03-02,Home & Kitchen,28,9581.17795617066,East,43.0,Female,2023-03-02 07:46:27
2023-05-02,Home & Kitchen,4,1648.5736391206844,East,59.0,Male,2023-05-02 06:47:15
2023-02-20,Books,41,19377.543554218973,East,19.0,Male,2023-02-20 15:45:47
2023-10-04,Home & Kitchen,60,19969.252087316774,North,57.0,Female,2023-10-04 18:10:20
2023-01-05,Electronics,18,4379.154766723296,East,25.0,,2023-01-05 14:34:58
2023-04-02,Electronics,63,10441.441315920927,South,26.0,Male,2023-04-02 02:20:52
2023-06-19,Home & Kitchen,61,11378.598830702387,North,19.0,Female,2023-06-19 07:56:19
2023-11-13,Home & Kitchen,49,8520.8794010586,West,31.0,Male,2023-11-13 18:58:31
2023-01-22,Sports,47,7942.440264037684,South,37.0,Male,2023-01-22 03:33:08
2023-11-22,Clothing,39,13664.283833741822,South,19.0,Male,2023-11-22 01:41:10
2023-01-01,Books,89,26519.990796200793,West,21.0,Female,2023-01-01 11:32:03
2023-05-13,Electronics,82,8936.16090479424,West,52.0,Male,2023-05-13 22:26:41
2023-08-21,Books,6,2910.700496348616,South,31.0,Female,2023-08-21 16:18:54
2023-01-12,Sports,83,18225.596709460166,North,38.0,,2023-01-12 16:15:03
2023-12-12,Electronics,53,15231.263835737995,West,65.0,Male,2023-12-12 00:55:09
2023-02-15,Sports,76,26924.860003250764,East,32.0,Female,2023-02-15 10:31:31
2023-02-03,Sports,25,7767.54786429197,South,56.0,Male,2023-02-03 10:54:29
2023-03-19,Home & Kitchen,99,16079.121318827596,South,67.0,Male,2023-03-19 12:08:39
2023-08-06,Books,65,26056.954365572947,West,37.0,Female,2023-08-06 05:59:04
2023-10-28,Books,5,319.87641697008587,West,23.0,,2023-10-28 07:31:59
2023-03-14,Home & Kitchen,65,18772.517335311935,East,45.0,Male,2023-03-14 20:01:44
2023-10-09,Books,8,,East,65.0,Male,2023-10-09 19:50:14
2023-09-06,Home & Kitchen,39,12157.21884623138,East,60.0,Female,2023-09-06 10:15:58
2023-02-16,Electronics,43,5023.122646447671,East,19.0,Male,2023-02-16 05:42:19
2023-05-01,Sports,82,31846.98214631121,South,45.0,Male,2023-05-01 18:36:34
2023-08-02,Sports,73,8868.974569378832,West,51.0,Male,2023-08-02 01:04:39
2023-08-27,Books,5,2231.46073066874,North,31.0,Female,2023-08-27 07:14:14
2023-02-25,Clothing,4,1728.6476131536529,West,26.0,Female,2023-02-25 21:14:44
2023-12-16,Sports,93,17444.269608269376,West,,Female,2023-12-16 21:16:44
2023-04-17,Home & Kitchen,1,199.05194154827268,East,61.0,Female,2023-04-17 12:10:46
2023-11-15,Clothing,94,33251.24926108581,East,52.0,Male,2023-11-15 14:39:59
2023-02-17,Clothing,56,3039.849881964959,South,39.0,Female,2023-02-17 15:11:49
2023-03-02,Sports,45,2234.2730384737292,East,22.0,Female,2023-03-02 21:43:05
2023-12-03,Sports,65,4991.925669161089,South,58.0,Female,2023-12-03 14:35:58
2023-01-26,Sports,3,856.8387431112828,West,46.0,Female,2023-01-26 15:07:28
2023-10-19,Home & Kitchen,22,1826.244846079185,West,52.0,Male,2023-10-19 12:44:28
2023-09-14,Clothing,72,10514.337700950784,West,67.0,Female,2023-09-14 03:53:33
2023-01-08,Books,56,18311.249022903306,South,51.0,Female,2023-01-08 15:04:00
2023-04-23,Home & Kitchen,18,317.80172051983106,South,21.0,Male,2023-04-23 18:30:11
2023-12-21,Electronics,25,2457.898447430006,South,62.0,Male,2023-12-21 14:30:54
2023-09-10,Sports,48,22351.969190836553,East,66.0,,2023-09-10 11:24:43
2023-06-29,Clothing,84,28152.85497950263,North,26.0,Female,2023-06-29 07:54:45
2023-07-26,Home & Kitchen,31,4951.321425050613,East,68.0,Female,2023-07-26 11:51:17
2023-10-30,Electronics,30,965.9603336991786,North,31.0,Male,2023-10-30 09:04:27
2023-05-07,Home & Kitchen,80,23773.113289767138,East,62.0,Female,2023-05-07 11:36:29
2023-02-25,Home & Kitchen,66,7867.496461921529,West,22.0,Male,2023-02-25 19:37:45
2023-08-02,Books,81,38919.363162730646,South,67.0,Male,2023-08-02 03:44:34
2023-01-14,Books,10,3466.1086794355383,East,64.0,Male,2023-01-14 14:39:41
2023-01-28,Home & Kitchen,71,34599.77000598103,South,44.0,Male,2023-01-28 13:49:21
2023-03-19,Electronics,59,25131.667124168394,East,28.0,Female,2023-03-19 18:56:50
2023-08-04,Clothing,51,12580.85510561161,West,47.0,Male,2023-08-04 12:53:28
2023-12-31,Clothing,9,3042.7734811547734,South,68.0,Female,2023-12-31 14:29:46
2023-06-03,Sports,54,22028.356393969883,West,54.0,,2023-06-03 09:18:06
2023-01-14,Sports,62,18185.062272910494,North,56.0,Female,2023-01-14 11:24:10
2023-07-06,Clothing,81,3250.43891342862,South,51.0,Female,2023-07-06 13:10:50
2023-11-08,Home & Kitchen,9,2164.6682441827134,East,68.0,Female,2023-11-08 09:50:54
2023-01-07,Home & Kitchen,9,665.828388769082,South,41.0,Male,2023-01-07 18:16:12
2023-01-03,Books,24,8646.598076471604,North,33.0,Male,2023-01-03 15:22:01
2023-04-21,Books,39,13396.818577834576,North,47.0,Female,2023-04-21 12:24:48
2023-08-26,Sports,75,37239.37605791517,East,41.0,Male,2023-08-26 20:36:50
2023-12-29,Clothing,8,2544.9344230329025,West,20.0,Female,2023-12-29 02:44:41
2023-08-27,Home & Kitchen,25,10051.689794203285,South,46.0,Male,2023-08-27 10:36:39
2023-10-01,Clothing,66,,West,59.0,Male,2023-10-01 18:50:05
2023-10-21,Electronics,10,1766.118262950301,West,29.0,Male,2023-10-21 20:54:01
2023-08-15,Clothing,24,11024.205207963365,East,44.0,Female,2023-08-15 13:32:01
2023-01-15,Electronics,80,30403.536577329207,South,46.0,Female,2023-01-15 19:07:07
2023-07-11,Books,83,27479.797339019922,North,19.0,Male,2023-07-11 17:14:55
2023-04-29,Books,59,7933.940592575695,East,46.0,Female,2023-04-29 08:14:11
2023-01-28,Sports,31,,West,57.0,Male,2023-01-28 08:47:25
2023-07-21,Clothing,11,4889.656046776117,North,26.0,Female,2023-07-21 09:45:44
2023-02-08,Clothing,6,738.5451053902899,West,69.0,Female,2023-02-08 14:33:34
2023-09-30,Electronics,70,,South,61.0,Female,2023-09-30 13:02:42
2023-08-19,Books,32,6493.121189272936,West,45.0,Male,2023-08-19 06:33:36
2023-03-27,Electronics,39,2659.645261295248,North,54.0,Female,2023-03-27 17:42:13
2023-05-06,Books,48,18436.595112072202,South,40.0,Male,2023-05-06 19:05:44
2023-10-27,Electronics,13,1194.6613471042228,East,30.0,Male,2023-10-27 12:13:07
2023-01-25,Books,59,7901.2312666066355,West,22.0,Male,2023-01-25 14:44:42
2023-05-25,Electronics,67,26373.987202047465,South,49.0,Female,2023-05-25 23:56:22
2023-01-13,Books,56,20924.123637540055,South,45.0,Female,2023-01-13 03:27:30
2023-07-31,Electronics,41,5516.537796831894,East,32.0,Male,2023-07-31 06:26:40
2023-01-25,Clothing,56,26380.06901766432,East,41.0,Female,2023-01-25 03:14:20
2023-03-09,Sports,35,4042.1416100738343,North,49.0,Male,2023-03-09 02:30:37
2023-03-08,Electronics,38,,South,38.0,Male,2023-03-08 23:02:24
2023-08-21,Sports,81,30097.245917752633,South,22.0,Male,2023-08-21 04:29:58
2023-04-19,Clothing,67,13556.02748080255,North,54.0,Female,2023-04-19 19:03:17
2023-05-26,Clothing,34,2511.6177829969824,West,53.0,Female,2023-05-26 22:59:50
2023-04-21,Books,76,12695.790730144012,South,45.0,Female,2023-04-21 09:44:19
2023-08-16,Sports,88,9234.004614372901,South,49.0,Male,2023-08-16 00:11:31
2023-04-21,Home & Kitchen,70,22029.097816744863,West,40.0,,2023-04-21 13:24:04
2023-02-03,Books,11,2033.4492754135865,East,33.0,Male,2023-02-03 02:39:23
2023-04-21,Sports,27,4172.946066256228,East,67.0,Male,2023-04-21 15:07:25
2023-09-21,Electronics,48,18287.772669216112,East,27.0,Female,2023-09-21 11:41:39
2023-08-24,Electronics,24,2951.849353838153,North,46.0,Female,2023-08-24 15:25:50
2023-03-24,Clothing,18,5356.3637796929515,West,69.0,Male,2023-03-24 10:22:15
2023-02-11,Home & Kitchen,27,2844.5063080555083,East,44.0,Male,2023-02-11 04:59:58
2023-04-11,Electronics,54,19453.57116061771,North,52.0,,2023-04-11 21:12:58
2023-01-06,Sports,55,,West,59.0,Female,2023-01-06 01:11:39
2023-06-29,Sports,21,8422.999671171649,East,62.0,Male,2023-06-29 01:28:08
2023-10-09,Electronics,59,2570.250431389049,South,41.0,Female,2023-10-09 08:34:36
2023-11-16,Sports,34,3840.3567887536587,South,40.0,,2023-11-16 03:53:43
2023-08-14,Sports,97,8311.500937106222,East,20.0,Male,2023-08-14 16:42:56
2023-11-11,Clothing,58,5995.750448920635,East,53.0,Female,2023-11-11 18:27:20
2023-12-31,Home & Kitchen,48,2902.8911413269525,North,62.0,Male,2023-12-31 22:53:29
2023-08-17,Clothing,54,15412.687111998486,South,31.0,Female,2023-08-17 01:04:14
2023-10-16,Home & Kitchen,18,5414.065010185891,West,21.0,Male,2023-10-16 01:08:19
2023-05-30,Sports,3,1269.9299407231952,East,,Male,2023-05-30 22:22:12
2023-10-04,Home & Kitchen,24,5152.600954978649,West,65.0,,2023-10-04 09:04:47
2023-07-17,Sports,1,270.86850940647935,East,59.0,Female,2023-07-17 00:15:03
2023-03-11,Sports,6,2974.433934668666,South,49.0,Female,2023-03-11 23:31:31
2023-04-22,Clothing,19,5141.4777260739575,East,37.0,Female,2023-04-22 12:58:46
2023-01-04,Clothing,86,25030.496337869958,West,34.0,Male,2023-01-04 21:55:57
2023-12-16,Books,43,21413.97993146648,South,46.0,Female,2023-12-16 10:34:45
2023-11-27,Electronics,8,,East,56.0,Female,2023-11-27 21:43:36
2023-11-14,Books,69,15026.469365644272,South,49.0,Male,2023-11-14 12:13:01
2023-12-16,Books,52,16698.445218283534,North,21.0,Male,2023-12-16 08:39:11
2023-04-05,Home & Kitchen,73,17928.305705338546,West,41.0,Male,2023-04-05 14:14:59
2023-06-01,Sports,47,17068.076851665322,East,61.0,Female,2023-06-01 18:47:15
2023-11-07,Sports,85,39933.79860520576,East,59.0,Male,2023-11-07 13:56:18
2023-05-17,Sports,28,4528.525710881309,East,19.0,Female,2023-05-17 16:40:12
2023-09-04,Electronics,46,18917.446341693736,West,,Male,2023-09-04 00:52:14
2023-08-31,Home & Kitchen,4,1323.503908240921,North,57.0,Female,2023-08-31 05:26:47
2023-01-31,Home & Kitchen,88,12961.56863094425,West,59.0,Male,2023-01-31 21:57:03
2023-02-09,Sports,8,3205.4146600734152,East,55.0,Male,2023-02-09 17:05:39
2023-08-17,Books,61,13377.005943815413,West,51.0,Female,2023-08-17 12:27:14
2023-02-05,Electronics,17,1172.9084717591868,East,63.0,Female,2023-02-05 09:32:08
2023-08-11,Books,34,16890.316512214984,West,60.0,Female,2023-08-11 13:26:14
2023-01-06,Clothing,20,4371.334063128726,South,19.0,,2023-01-06 15:50:57
2023-11-18,Home & Kitchen,80,22028.859857145526,West,53.0,Female,2023-11-18 15:20:40
2023-08-08,Home & Kitchen,74,30036.692357493965,East,23.0,Male,2023-08-08 10:33:38
2023-03-16,Books,34,16348.196411098092,East,53.0,Female,2023-03-16 00:17:13
2023-01-04,Electronics,43,18821.746998663853,West,39.0,Female,2023-01-04 18:24:14
2023-12-01,Home & Kitchen,10,2672.760718227676,West,22.0,Male,2023-12-01 13:56:59
2023-05-14,Books,94,26074.761239055286,South,55.0,Male,2023-05-14 19:15:55
2023-04-28,Electronics,30,4429.037968162045,North,58.0,Female,2023-04-28 01:36:46
2023-04-04,Books,25,5919.335257448775,North,,Male,2023-04-04 22:29:10
2023-03-03,Electronics,57,27015.209979151863,South,65.0,Female,2023-03-03 00:16:07
2023-07-13,Sports,63,,North,28.0,Female,2023-07-13 10:57:51
2023-12-01,Electronics,71,1123.2005078979303,North,60.0,Female,2023-12-01 23:07:14
2023-07-22,Clothing,47,3153.151185377725,East,48.0,,2023-07-22 11:55:39
2023-01-26,Sports,84,38864.07187146531,East,59.0,Female,2023-01-26 12:10:53
2023-06-22,Books,81,34495.670165137,East,46.0,Female,2023-06-22 20:22:00
2023-10-27,Sports,3,744.6617646501434,West,50.0,Female,2023-10-27 08:20:42
2023-05-13,Sports,46,14366.690450748009,West,39.0,Female,2023-05-13 23:26:35
2023-11-22,Books,36,5469.355623115987,North,66.0,Female,2023-11-22 21:18:39
2023-04-28,Books,26,10360.663781759402,West,44.0,Female,2023-04-28 08:21:20
2023-11-20,Clothing,10,3056.2554897582554,East,,Female,2023-11-20 15:55:18
2023-10-02,Books,34,11915.796252895547,West,65.0,Male,2023-10-02 18:43:54
2023-07-31,Home & Kitchen,78,15109.054008703899,North,23.0,,2023-07-31 23:59:25
2023-08-13,Home & Kitchen,8,1767.3169855250037,East,63.0,Female,2023-08-13 16:34:42
2023-01-20,Clothing,55,6147.03213589211,North,42.0,Female,2023-01-20 05:49:50
2023-04-23,Electronics,91,,West,51.0,Female,2023-04-23 05:13:02
2023-05-20,Electronics,10,4738.129399894215,South,26.0,Female,2023-05-20 04:58:51
2023-02-16,Home & Kitchen,57,23409.792335410522,South,53.0,Male,2023-02-16 22:20:18
2023-01-01,Books,79,37005.33866420041,East,48.0,Male,2023-01-01 23:57:21
2023-03-31,Clothing,86,28896.92413573716,North,36.0,Male,2023-03-31 10:03:11
2023-05-22,Electronics,45,5624.0737181327995,South,66.0,Female,2023-05-22 23:31:23
2023-11-16,Electronics,50,19125.157793716033,South,18.0,Male,2023-11-16 23:26:36
2023-02-07,Sports,64,10840.661921819788,East,41.0,Male,2023-02-07 16:08:59
2023-10-20,Home & Kitchen,95,21454.42263684118,East,51.0,Male,2023-10-20 13:51:14
2023-05-19,Books,2,288.8631605782623,North,34.0,Male,2023-05-19 13:20:19
2023-12-22,Clothing,45,9790.863285753996,South,,Male,2023-12-22 20:36:37
2023-11-29,Electronics,95,32572.223371319153,North,52.0,Female,2023-11-29 04:41:46
2023-09-16,Sports,62,3980.348852446805,North,53.0,Male,2023-09-16 10:02:03
2023-06-10,Home & Kitchen,14,861.7195328920927,East,30.0,Male,2023-06-10 00:12:23
2023-06-27,Home & Kitchen,74,25533.50063831603,North,42.0,Male,2023-06-27 09:06:27
2023-01-10,Clothing,94,36847.508541638425,West,29.0,Female,2023-01-10 02:15:32
2023-09-18,Electronics,15,4203.280132635883,North,38.0,Male,2023-09-18 20:27:42
2023-05-18,Clothing,14,1386.057356502813,South,54.0,Male,2023-05-18 04:22:11
2023-06-21,Clothing,31,6853.196526603414,North,63.0,Female,2023-06-21 02:04:41
2023-01-13,Sports,29,11063.674173076844,West,55.0,Female,2023-01-13 12:44:23
2023-06-17,Home & Kitchen,27,9342.248933539571,West,18.0,Male,2023-06-17 17:33:58
2023-05-10,Books,85,5425.897151176763,South,65.0,Male,2023-05-10 04:13:09
2023-03-25,Home & Kitchen,9,4363.939068025861,South,,Male,2023-03-25 13:00:47
2023-11-17,Home & Kitchen,20,2388.966032686098,North,62.0,Female,2023-11-17 03:07:20
2023-11-15,Sports,99,11681.094867197857,West,62.0,Female,2023-11-15 02:51:55
2023-04-11,Books,58,13649.142980925857,West,28.0,Male,2023-04-11 06:04:12
2023-11-25,Electronics,79,,North,33.0,Male,2023-11-25 05:01:09
2023-09-30,Books,88,43309.47583034627,South,39.0,Male,2023-09-30 14:34:57
2023-09-22,Electronics,49,2326.5194558317085,West,63.0,Male,2023-09-22 01:32:40
2023-02-07,Books,57,9128.846602487141,North,28.0,Male,2023-02-07 19:39:01
2023-04-04,Clothing,16,3160.5417377500007,South,54.0,Male,2023-04-04 15:30:41
2023-04-05,Books,75,,North,43.0,Male,2023-04-05 18:36:56
2023-11-01,Sports,8,144.31320060963913,South,43.0,Male,2023-11-01 11:15:49
2023-03-10,Electronics,67,3373.948787265851,South,59.0,Female,2023-03-10 08:23:36
2023-11-14,Home & Kitchen,19,2590.2077738145454,West,38.0,Male,2023-11-14 11:26:21
2023-08-24,Sports,67,18857.888341738122,East,43.0,Male,2023-08-24 22:31:45
2023-11-30,Electronics,36,13903.490498212852,West,32.0,Female,2023-11-30 16:20:03
2023-05-17,Electronics,89,30828.062161819933,North,56.0,Female,2023-05-17 16:12:47
2023-03-17,Home & Kitchen,60,17270.53243404475,South,52.0,Female,2023-03-17 22:20:09
2023-02-04,Clothing,36,7367.187292795911,West,28.0,Male,2023-02-04 01:09:23
2023-01-01,Sports,11,4803.043367160669,South,26.0,Male,2023-01-01 05:41:45
2023-10-23,Home & Kitchen,51,11999.71585602393,West,59.0,Male,2023-10-23 13:44:34
2023-11-16,Home & Kitchen,80,12530.709979870055,North,40.0,Female,2023-11-16 15:55:32
2023-03-01,Clothing,55,17510.581345262945,North,,Male,2023-03-01 23:29:56
2023-11-16,Sports,54,18853.362809673734,North,47.0,Male,2023-11-16 22:41:13
2023-12-15,Home & Kitchen,17,3489.2571396742655,West,45.0,Male,2023-12-15 19:28:44
2023-11-24,Clothing,62,1474.9928781748845,East,42.0,Male,2023-11-24 14:47:21
2023-09-24,Sports,42,2357.226274871504,North,39.0,Female,2023-09-24 10:09:07
2023-12-27,Books,24,10184.242968669463,West,42.0,Male,2023-12-27 06:26:29
2023-08-17,Electronics,17,641.0441834736151,East,69.0,Male,2023-08-17 12:13:17
2023-09-27,Clothing,48,14404.30256883095,West,43.0,Male,2023-09-27 02:51:08
2023-11-12,Electronics,84,8401.478305096969,West,67.0,Male,2023-11-12 21:00:58
2023-10-13,Books,86,10506.953913029622,North,46.0,Female,2023-10-13 09:25:18
2023-10-18,Home & Kitchen,70,10075.354818951013,East,63.0,Male,2023-10-18 12:47:11
2023-08-01,Home & Kitchen,7,201.33945465578012,West,58.0,Female,2023-08-01 22:39:56
2023-06-14,Sports,14,1355.833980602406,West,49.0,Male,2023-06-14 05:37:59
2023-01-05,Clothing,11,3616.194916530139,West,43.0,Male,2023-01-05 22:30:16
2023-12-05,Clothing,12,3052.4567609030696,West,45.0,Female,2023-12-05 00:20:59
2023-03-19,Sports,5,2003.4562600603929,North,37.0,Female,2023-03-19 07:21:41
2023-03-03,Electronics,5,200.0431610511592,West,65.0,,2023-03-03 08:49:40
2023-05-12,Home & Kitchen,20,8911.203303265986,East,19.0,Female,2023-05-12 10:01:48
2023-03-30,Home & Kitchen,54,26904.70515406005,South,40.0,Male,2023-03-30 07:10:24
2023-08-25,Clothing,55,974.1922521047015,East,56.0,Male,2023-08-25 12:56:18
2023-02-11,Clothing,58,28080.3306626449,West,22.0,Female,2023-02-11 00:24:39
2023-03-30,Sports,79,9920.245619108186,West,38.0,Male,2023-03-30 17:46:08
2023-10-23,Books,90,31441.15239488623,East,39.0,Male,2023-10-23 04:10:39
2023-11-24,Electronics,97,14871.738050777145,South,66.0,Female,2023-11-24 10:05:27
2023-10-22,Books,30,7970.649317588552,North,28.0,Female,2023-10-22 08:06:05
2023-04-14,Books,24,6242.52167567331,South,47.0,Male,2023-04-14 12:28:22
2023-01-14,Clothing,87,16263.926588913944,South,45.0,Male,2023-01-14 01:02:09
2023-10-15,Clothing,73,26396.6479016737,South,,Male,2023-10-15 04:52:05
2023-06-28,Clothing,3,911.465628339072,East,34.0,Female,2023-06-28 06:47:59
2023-05-05,Books,48,12434.67513274349,South,38.0,Male,2023-05-05 14:34:20
2023-12-19,Electronics,71,34902.97966163615,North,54.0,Male,2023-12-19 16:14:13
2023-01-23,Clothing,22,,West,53.0,Female,2023-01-23 03:57:37
2023-03-04,Home & Kitchen,14,6694.289902144517,East,42.0,Male,2023-03-04 09:15:38
2023-05-23,Electronics,48,21208.73953457333,East,41.0,Female,2023-05-23 15:17:18
2023-06-02,Home & Kitchen,29,3915.7573636997367,South,47.0,Female,2023-06-02 13:09:22
2023-05-25,Electronics,50,9074.412758965434,West,59.0,Male,2023-05-25 12:49:35
2023-08-13,Clothing,80,9857.34108618391,West,52.0,Female,2023-08-13 17:58:48
2023-11-05,Sports,98,48336.21412444109,West,38.0,Male,2023-11-05 21:31:48
2023-04-14,Clothing,10,848.0431618411068,East,23.0,Male,2023-04-14 12:25:30
2023-04-14,Books,71,13460.943975894324,North,38.0,Female,2023-04-14 09:59:48
2023-02-08,Books,89,9570.327362011136,West,25.0,Female,2023-02-08 08:04:55
2023-07-17,Electronics,27,3226.2939351976697,East,22.0,Female,2023-07-17 06:16:18
2023-05-14,Books,79,10354.77202073232,South,57.0,Male,2023-05-14 12:51:20
2023-03-08,Clothing,96,31050.108578340238,West,27.0,Male,2023-03-08 12:39:07
2023-06-28,Home & Kitchen,28,1323.3973590277615,South,48.0,Female,2023-06-28 10:47:38
2023-02-11,Clothing,9,2614.8567426808877,West,47.0,Male,2023-02-11 20:32:19
2023-01-15,Electronics,71,,South,68.0,Female,2023-01-15 19:45:53
2023-04-21,Books,80,30847.73204289369,East,38.0,Male,2023-04-21 02:22:55
2023-06-06,Home & Kitchen,26,2185.9274361168264,South,53.0,Male,2023-06-06 23:43:34
2023-10-16,Sports,99,45363.63645411984,East,44.0,Male,2023-10-16 14:53:20
2023-08-19,Home & Kitchen,81,31374.88723795548,South,55.0,Male,2023-08-19 10:30:04
2023-06-06,Home & Kitchen,87,1096.0460410672276,South,52.0,Female,2023-06-06 04:22:44
2023-02-07,Clothing,8,2970.5046434751775,South,49.0,Male,2023-02-07 12:10:56
2023-04-07,Sports,2,742.6732450495587,West,43.0,Female,2023-04-07 22:37:49
2023-10-16,Electronics,95,24076.788549136287,North,21.0,Male,2023-10-16 06:07:40
2023-09-11,Electronics,57,,North,44.0,Male,2023-09-11 01:31:42
2023-07-15,Home & Kitchen,52,15296.003307434265,West,53.0,Female,2023-07-15 23:42:40
2023-03-27,Home & Kitchen,58,22342.522920175066,South,54.0,Male,2023-03-27 19:34:38
2023-11-18,Books,96,13701.91556229987,South,44.0,,2023-11-18 11:03:29
2023-01-10,Sports,93,,West,64.0,Male,2023-01-10 21:58:11
